EmpID,PerfScoreID,Salary,PositionID,Sex,Absences
29051,3,46799,28,M ,11
18142,2,55875,7,F,17
68572,1,46430,11,M ,6
40962,3,45998,1,M ,11
39025,3,92328,11,M ,4
12056,3,45395,6,M ,3
72136,2,55800,4,M ,15
90593,3,84903,8,F,13
29669,3,56294,15,M ,8
36726,4,86214,22,M ,17
52925,4,65288,6,M ,7
24673,3,50470,16,M ,17
84974,1,60656,11,F,6
49616,1,63695,10,F,17
73716,4,105700,27,F,7
93414,2,55688,22,F,9
86371,1,45395,11,F,20
36248,3,66149,17,F,19
42286,3,83363,26,F,14
86927,2,50750,6,F,6
31820,2,63322,22,M ,9
96124,3,80512,16,M ,11
94989,1,85028,13,M ,3
72323,1,71776,16,F,5
52539,3,49773,22,M ,4
32667,3,58371,16,M ,16
82612,3,67251,29,M ,15
58562,3,55000,6,F,8
82264,2,60436,25,M ,17
65115,2,47837,6,M ,6
27880,2,55000,28,M ,2
94240,2,74312,14,M ,3
78280,1,49773,22,F,20
94981,1,63003,2,M ,18
69687,1,68678,13,F,7
14964,1,47211,29,F,6
59328,4,53492,7,M ,12
23975,4,54670,11,M ,3
97208,4,64995,17,M ,14
75733,4,84903,29,M ,6
46109,2,63813,6,M ,12
24440,1,63353,24,M ,9
88377,2,53250,21,F,14
33823,1,50274,18,M ,5
53814,1,47211,25,M ,4
57304,1,77692,12,M ,19
25546,1,50825,30,F,18
52871,4,68051,5,M ,18
35748,1,54670,20,F,10
37749,4,68898,15,M ,2
62489,4,56339,23,M ,4
99225,2,64995,19,M ,1
93959,3,100031,24,M ,6
36166,2,60120,20,M ,2
87128,1,71339,13,M ,13
95202,3,83552,4,M ,12
51998,3,64995,21,F,11
81723,2,64995,21,F,16
99873,2,66593,13,F,18
88741,2,63695,3,M ,3
18346,3,104437,8,M ,20
45063,2,50482,8,F,13
31774,1,90100,26,F,12
53899,1,52846,1,M ,18
78921,3,83082,13,F,5
40988,2,58062,16,F,12
72240,3,57748,9,F,3
40822,1,45115,1,M ,1
54790,3,76029,26,F,4
28239,4,87826,19,F,8
58883,4,62659,27,F,5
63545,1,59124,23,F,11
56356,2,48495,15,F,8
33615,3,63813,26,F,6
63846,1,58275,12,M ,20
83413,3,64738,10,M ,5
97336,1,99351,7,M ,4
18326,1,64724,3,F,6
96787,2,60380,12,M ,10
44499,3,55140,22,M ,16
46953,2,64375,25,F,20
45779,4,47414,16,F,8
85797,1,64786,19,F,9
78928,1,47961,29,F,7
64584,2,65893,6,M ,13
47175,3,59728,24,F,11
83523,2,52599,18,F,9
90883,4,61154,7,F,12
52964,2,48413,2,M ,8
81085,1,63813,29,M ,14
70496,4,55965,19,F,10
34085,4,54132,9,M ,9
85696,1,48513,29,M ,18
90567,4,59892,29,F,10
37257,2,150290,19,F,15
99034,2,58523,18,F,10
13302,3,62659,21,M ,14
31229,1,49256,5,F,15
58545,1,74241,19,F,12
31922,2,63878,11,F,17
51180,3,53366,12,M ,5
63714,3,60120,9,M ,11
16264,4,68898,12,M ,9
78451,2,61568,4,M ,12
11807,1,93093,21,M ,13
92106,1,99020,13,M ,2
88680,2,55578,29,F,14
99120,1,63353,6,M ,14
64292,1,178000,10,F,7
88897,4,52087,17,F,5
41682,4,64955,13,M ,5
98098,2,62514,10,M ,3
50518,2,67176,8,M ,19
24042,1,95920,10,M ,7
41935,2,63000,3,M ,7
23497,1,59472,21,M ,11
23325,1,77692,14,M ,15
12250,2,66593,29,M ,15
88789,3,77692,2,M ,17
51544,4,60436,6,M ,12
75891,1,84903,18,F,19
71891,1,47837,21,F,11
90698,3,59231,26,M ,15
48035,3,47211,16,M ,18
10647,1,52505,12,M ,1
92463,3,72609,22,M ,20
36150,4,88976,26,F,17
46591,1,82758,12,M ,15
64614,4,56339,28,F,16
44732,3,63000,25,M ,1
96720,4,71339,8,F,11
88027,3,47961,9,F,1
64864,2,53180,4,F,1
38591,1,59892,20,F,2
19476,3,55965,17,F,11
80089,1,54285,13,F,20
30817,3,88976,12,F,8
37593,3,63878,29,F,4
74939,4,57975,18,M ,6
43198,3,62065,23,M ,15
36143,2,63108,7,M ,19
74006,1,59124,30,M ,17
38507,3,60436,7,M ,4
49172,1,59728,19,M ,19
62339,4,61154,17,M ,12
73366,4,63051,24,F,14
82862,3,170500,5,M ,7
73143,3,72460,9,M ,10
26418,4,70187,21,F,20
37616,3,61568,1,M ,3
53650,1,53366,13,M ,8
34510,2,51337,7,F,18
18856,4,48513,14,F,2
40300,4,46799,2,F,19
89810,1,58275,11,M ,14
86811,1,63000,3,F,13
46858,2,50923,12,F,16
12836,1,64057,22,M ,17
54395,2,61154,11,F,18
63375,2,46335,15,M ,1
21531,1,57575,1,F,6
21499,1,71966,13,M ,15
19028,4,49920,25,F,6
53316,1,61555,13,M ,6
91770,4,59472,22,M ,4
13141,4,72609,28,M ,20
74620,3,55315,10,F,4
13001,2,46664,12,M ,16
23542,1,60446,21,F,10
78303,2,106367,24,M ,20
78984,4,55140,20,M ,8
50283,4,64738,5,M ,7
88926,3,59144,18,F,2
84967,1,93093,15,M ,15
40520,3,88976,17,F,3
74882,3,53018,1,M ,13
95756,4,52846,17,M ,9
84475,4,62385,5,F,6
26044,4,55425,9,F,14
11567,4,59026,16,F,2
15858,2,53189,20,F,10
31796,3,68407,10,M ,18
87271,3,64066,9,F,15
84909,2,53180,7,M ,10
22911,3,64971,19,F,9
87630,3,66149,28,M ,19
70265,4,53018,7,M ,11
49001,3,64786,24,F,20
15717,3,61568,29,F,20
19835,2,52505,30,F,5
95571,3,58523,22,M ,4
44022,1,61584,30,F,1
46054,1,72202,12,M ,11
59884,1,51777,25,F,18
39249,2,59369,1,M ,17
85461,2,74326,27,M ,20
68556,2,64816,22,M ,1
97166,2,60754,16,F,1
70556,3,92329,14,M ,11
86267,3,57568,1,F,12
95292,1,93554,16,F,6
34838,2,84903,16,M ,12
64381,1,157000,18,F,20
41260,4,87826,20,F,1
57159,2,62385,27,F,20
60817,2,105688,26,F,16
72744,4,63430,12,F,9
99357,1,180000,11,M ,10
33925,2,64724,11,F,8
12268,2,150290,1,M ,16
88117,3,63025,3,F,17
86495,1,52057,28,M ,7
20197,3,54285,8,F,15
32962,4,63430,9,F,12
49380,2,71776,7,M ,20
63181,2,47961,11,F,1
85308,1,180000,5,F,9
84888,3,59472,24,F,16
41338,3,52505,16,F,16
34700,4,66149,9,F,15
95379,1,64971,7,M ,6
56959,3,68182,3,F,18
87487,3,55315,12,F,17
53384,1,92329,25,M ,19
22016,1,72640,26,F,17
75400,1,60340,29,M ,18
32153,4,74226,20,F,3
82218,4,107226,14,F,9
42353,3,68898,29,M ,5
58329,1,50373,17,M ,4
53355,2,63000,11,F,1
34042,1,63515,7,F,5
15191,1,74241,17,F,9
66523,3,93046,24,M ,10
97402,2,55000,29,M ,15
56536,1,107226,8,F,6
37246,4,49773,23,F,5
24393,3,59892,2,F,19
81176,2,63353,16,F,12
61238,3,53250,19,M ,18
27259,1,74417,6,F,20
44520,1,54285,15,F,12
56094,1,57583,9,F,3
94280,1,65707,4,F,7
32764,1,56149,4,F,2
78021,2,104437,27,M ,13
50953,1,45069,18,F,18
81180,4,66593,18,F,19
49549,2,64971,24,F,4
35911,4,55875,27,M ,14
73526,2,88527,20,M ,6
39193,1,59892,8,M ,8
98721,2,178000,3,F,19
64167,4,58709,29,M ,12
54592,3,47414,8,M ,19
47843,1,53171,26,M ,10
14093,4,58371,24,F,3
57591,3,52984,16,M ,12
37452,1,60724,17,M ,20
23099,1,55800,10,M ,9
67485,2,63430,11,M ,12
75971,3,48495,1,M ,9
86107,2,71860,25,F,14
48930,3,72992,25,F,13
79081,4,57815,18,M ,16
78597,1,64724,23,M ,16
87535,1,54005,26,F,2
30301,3,62659,6,M ,6
77421,4,45433,30,F,12
82601,2,62061,11,F,16
11835,3,57975,16,F,12
37126,3,63353,25,F,2
77470,1,65288,28,F,1
86523,4,47837,27,F,2
63856,3,59892,5,M ,6
30060,4,61242,3,M ,7
47351,4,52087,20,M ,1
65369,4,54005,19,F,18
44622,3,63695,13,F,6
79494,2,107226,22,F,19
30353,4,148999,9,F,19
60483,3,52674,18,F,4
42582,4,72609,2,M ,12
98410,3,138888,14,F,17
77357,4,72460,1,M ,9
39514,1,83363,1,M ,3
71416,4,70621,4,F,2
87566,1,180000,25,M ,14
22663,4,70187,3,M ,8
33637,3,58709,15,M ,3
17219,4,45998,27,F,15
71448,3,51337,16,M ,8
60624,3,58370,15,M ,19
60489,2,59124,30,M ,3
96983,4,62659,26,M ,8
34089,4,59124,4,F,3
94223,3,61809,7,F,2
60494,2,68099,20,M ,7
82149,1,55722,14,M ,18
52771,1,72202,14,M ,15
28866,4,61555,4,M ,4
67838,3,59728,26,F,12
67736,4,63322,24,F,8
42707,3,93093,22,F,17
54855,3,61422,13,F,20
47002,4,55000,12,F,13
62870,3,69340,5,F,9
43770,3,66808,3,F,16
12423,3,140920,21,M ,5
93596,2,64786,29,F,15
93851,1,61962,19,M ,12
91500,1,67176,8,F,10
18577,1,62385,4,M ,19
26164,4,178000,21,F,12
69775,3,58370,29,F,18
63422,1,74669,3,F,16
16003,4,57583,23,M ,11
20577,4,93046,2,M ,13
98315,1,55875,22,M ,4
97267,1,56147,10,M ,18
48714,1,50274,24,M ,7
10653,1,60120,10,M ,4
95340,4,54670,1,M ,1
44662,3,60070,29,M ,20
85891,4,68051,5,M ,18
95457,1,64971,27,M ,16
28779,4,57815,29,M ,9
78805,1,45433,14,M ,1
12950,2,56149,20,F,20
90081,1,61568,5,F,8
30580,1,47211,7,F,4
56196,4,58371,27,M ,1
27205,3,48285,6,F,4
81551,3,68182,29,F,7
62081,4,220450,23,F,9
96552,3,63763,27,F,11
76122,4,170500,28,M ,5
21714,1,47961,4,F,13
56189,2,72640,1,M ,19
40331,3,55140,12,M ,4
78185,2,97999,12,M ,16
32779,3,67176,24,F,17
40986,4,61568,26,F,20
49072,1,52984,22,M ,11
60721,2,52599,19,M ,10
27223,4,70621,6,F,14
40127,4,178000,2,F,11
54255,2,120000,23,M ,5
17838,1,61568,16,F,14
12034,4,55000,30,F,10
47721,1,63763,10,F,17
80496,1,66808,14,F,19
77957,1,103613,26,F,20
25668,3,63430,16,M ,11
66608,4,105688,22,M ,9
92722,2,58523,13,F,12
78221,1,92329,17,M ,18
16733,3,48513,21,F,18
10356,4,64397,21,M ,7
14839,3,66441,22,F,11
96298,3,92989,29,F,11
35130,1,52087,22,F,16
70610,3,150290,18,M ,17
82292,2,61242,1,M ,14
36268,3,55875,12,M ,6
74763,4,95920,28,M ,9
18910,1,61729,26,F,13
81717,1,61568,13,M ,16
30579,1,74226,11,F,13
65069,1,138888,13,M ,14
24075,2,69340,20,F,17
17989,2,59365,10,F,6
91524,3,66738,7,F,8
79096,4,59728,9,M ,2
88162,2,62659,24,F,18
34897,2,60070,10,F,20
45791,1,110000,22,M ,8
14790,1,148999,17,F,16
28360,2,66074,2,M ,19
40931,4,66825,23,F,12
49934,2,104437,15,F,17
27057,2,47434,30,M ,12
80376,3,65729,26,F,7
22298,4,60724,17,M ,16
98192,2,53366,28,F,1
39207,4,65714,22,M ,11
79754,3,70545,22,F,5
23063,4,57748,27,F,9
76811,2,70187,1,M ,1
54418,2,67251,27,F,15
68756,4,55140,15,F,15
20998,2,99351,15,F,4
49865,2,57748,12,M ,10
75957,4,52087,13,M ,13
30006,1,64919,11,F,18
97401,1,64738,24,F,4
44885,4,55578,11,F,17
95575,3,58370,20,M ,11
14076,3,46799,24,F,16
31130,2,68829,23,M ,19
44440,1,65707,27,F,18
94586,2,71860,4,M ,4
54382,3,58207,30,F,3
10949,4,46428,9,F,17
41004,3,56147,7,F,16
96815,2,46120,16,M ,20
95122,1,47001,15,M ,5
42540,2,88527,2,F,9
71217,2,51044,15,M ,5
57204,3,107226,7,F,6
91212,2,52505,9,F,16
50497,2,62425,7,F,16
92078,4,56991,8,F,11
52610,2,61844,27,M ,2
67093,2,95920,26,F,9
60012,1,72992,19,M ,8
15630,1,92328,14,M ,3
80324,4,46430,14,F,16
67623,1,57748,6,M ,2
28998,1,55688,1,M ,15
76826,2,83363,12,F,8
25846,1,55965,10,M ,20
93267,4,53564,14,M ,19
50823,4,220450,9,F,16
15754,1,60340,22,F,9
95556,1,61568,23,M ,7
44591,1,60380,5,M ,6
23526,4,58275,26,F,8
49116,4,58939,16,M ,3
75423,1,46654,22,M ,15
72024,3,62910,17,F,10
86755,1,64955,29,M ,11
21262,4,45998,20,M ,20
96315,4,113999,16,F,17
74202,4,180000,29,M ,2
28457,2,64816,7,F,11
57579,2,53189,18,F,2
45449,2,56991,18,F,20
32351,3,88527,18,F,13
95599,3,62910,27,F,4
28751,2,63676,23,M ,18
82329,1,96820,29,F,15
97973,1,46738,18,M ,19
15102,2,54132,12,F,4
73339,1,110929,29,M ,13
38466,2,54132,6,M ,8
66324,3,72992,20,M ,15
21647,1,61555,1,F,3
23859,4,56147,9,F,14
38684,2,62810,12,M ,11
68687,2,63478,12,M ,10
44456,1,64738,25,F,1
88105,1,52057,16,M ,16
87192,4,64991,5,M ,2
45134,4,63430,8,F,8
87748,2,70621,9,M ,3
29998,4,72640,20,M ,6
34787,3,59892,9,F,10
12307,2,87921,7,F,14
60251,4,100031,15,M ,4
67352,2,92329,23,M ,20
67227,1,54285,16,F,14
94259,1,84903,4,F,17
56900,4,60436,24,M ,16
56599,3,65729,13,M ,2
95778,2,65707,3,F,10
64001,3,68829,8,M ,20
51935,3,86214,23,F,4
75485,2,66074,29,F,10
95524,1,57815,27,F,1
12318,4,46654,21,F,10
21413,1,81584,16,F,2
48584,3,54285,29,M ,14
59749,1,56149,3,M ,11
15478,1,77915,9,F,4
96142,2,74813,11,M ,9
99976,2,66593,6,M ,5
53193,2,92329,25,M ,8
63421,1,64057,15,F,4
92714,2,64246,12,M ,4
57151,1,105700,25,M ,9
50229,1,104437,15,M ,7
26392,4,61962,5,F,13
47548,3,100031,14,F,11
30341,2,70468,18,F,19
41182,3,47414,2,F,4
47104,4,59026,1,F,7
20667,1,52087,7,F,13
96467,1,69340,20,M ,8
19982,4,48888,30,M ,4
17420,1,110000,5,M ,12
51328,1,64995,11,M ,8
59982,1,60120,7,M ,9
61463,3,53018,5,F,12
73258,4,77915,3,F,16
65927,4,52788,27,F,13
58610,3,60270,14,M ,5
26110,2,51920,27,F,3
62103,1,51908,19,M ,8
92086,1,54285,13,M ,17
16579,3,150290,7,F,1
54339,2,250000,17,M ,9
63636,1,95920,7,F,16
75350,4,46837,3,F,10
29442,3,64955,21,F,7
79137,2,47001,2,M ,14
20862,3,52788,3,M ,4
43803,4,58370,25,F,17
47686,2,50373,27,F,17
79930,3,52599,26,M ,6
66042,4,64375,13,M ,15
66414,1,180000,13,M ,5
47885,3,60436,3,M ,16
30543,4,66808,17,M ,6
38483,4,50750,25,M ,1
46824,1,60070,18,F,3
48768,4,60270,8,F,8
47301,3,52087,23,F,20
67833,2,62957,6,M ,9
20771,3,48495,15,M ,2
83920,1,48513,29,M ,16
45750,1,60436,23,F,5
12308,4,63515,29,F,3
87445,2,64021,18,M ,12
17242,1,46120,6,M ,10
56390,3,157000,8,F,4
49014,2,53060,15,F,10
65435,1,48495,1,F,13
44577,4,58370,22,F,3
94445,3,93046,10,F,12
13872,1,54132,27,M ,12
50291,2,74312,16,M ,4
98136,4,107226,1,M ,4
82398,3,57954,7,M ,3
98477,2,53171,12,M ,3
64467,2,58523,7,M ,13
74726,4,64991,21,M ,10
86687,2,52505,7,M ,6
30221,1,61729,21,F,19
19675,3,46430,6,F,16
84467,3,97999,10,F,15
78517,4,46120,25,F,11
73743,1,93396,11,M ,9
48439,4,48495,24,M ,19
98919,2,114800,3,M ,17
32154,4,56147,2,M ,5
59977,4,83082,30,F,3
17530,2,63025,3,M ,3
19183,1,51044,8,F,13
83793,2,53180,27,M ,19
49463,2,58062,5,F,17
24891,4,63291,24,F,3
46874,3,50482,13,F,3
33639,3,46120,5,M ,5
55437,2,64971,7,F,7
54858,3,61355,16,F,13
41132,3,60754,25,M ,13
89112,2,51920,12,F,6
40810,4,52087,28,M ,2
41433,2,99020,22,M ,1
31514,4,61242,2,M ,18
13398,3,120000,14,M ,19
41698,1,48413,26,F,13
97727,3,60120,2,M ,13
49639,1,59892,1,M ,10
60707,1,57954,20,F,12
22384,3,50428,24,M ,4
35171,2,53366,15,M ,3
54242,3,62068,14,F,9
77454,2,54005,9,F,20
63761,1,58370,1,M ,17
30368,2,60120,29,M ,14
52103,2,62061,7,F,7
75092,4,68051,9,M ,6
19987,3,58062,12,F,12
86869,2,61355,29,F,7
91137,4,150290,24,M ,5
14321,4,50274,28,M ,10
61181,4,72609,29,M ,1
62794,2,55965,19,F,8
18231,1,82758,28,F,5
56284,2,46654,22,M ,2
30614,2,47001,1,F,1
39502,3,63682,24,M ,18
74779,1,100416,21,F,1
89070,4,88527,9,F,7
46273,4,70507,13,F,5
60406,3,105700,21,F,7
54538,2,120000,14,M ,15
44977,4,80512,28,M ,9
53692,2,114800,6,M ,3
77487,1,53060,17,M ,8
48032,4,52057,29,F,19
31037,3,63878,18,F,1
18913,1,62810,27,M ,13
32655,4,57815,18,F,14
21810,1,48413,22,F,4
47971,2,56847,4,M ,13
93417,3,110000,11,F,15
25893,4,105700,26,M ,13
95995,2,46120,7,F,17
71461,4,54828,1,M ,14
33078,2,46428,6,F,15
25685,1,220450,26,F,14
19923,2,46654,21,F,11
53620,3,63108,29,F,19
30365,2,120000,16,F,20
14153,1,54005,9,F,11
67357,3,65288,22,M ,10
27457,3,51259,7,F,15
60316,1,50428,27,F,15
97526,3,46430,30,F,20
46805,3,51044,10,F,15
67179,3,51337,14,M ,20
19747,2,110929,29,F,18
91340,1,67176,29,F,14
44606,2,50373,8,F,1
57428,4,58530,24,F,14
10871,2,68407,1,F,13
52826,2,50482,26,M ,20
19141,4,100031,5,M ,11
35247,3,63381,24,F,4
60958,3,50825,1,F,1
72199,2,62068,10,F,4
26167,3,55800,19,M ,6
36883,1,178000,2,F,16
57146,4,110000,5,F,7
45251,3,74669,18,M ,12
30126,2,68407,3,F,4
82908,3,71339,10,F,6
63455,4,93046,1,F,19
45028,3,63676,16,F,14
99948,1,54828,21,M ,6
54791,3,114800,24,F,2
40114,3,65310,14,M ,13
64024,1,93206,3,F,11
28376,3,54005,27,F,11
60211,4,59369,7,M ,12
62525,2,51259,4,M ,12
40010,4,60270,15,M ,9
15805,2,56294,18,F,1
17245,1,64520,2,M ,18
68860,1,65288,29,F,3
50097,2,93554,28,F,11
54776,3,72460,23,F,11
53194,2,53492,15,F,20
82378,4,66074,4,M ,5
40063,4,61656,8,F,5
69369,4,106367,4,F,7
98726,3,64057,11,M ,6
72281,4,83082,21,F,16
86400,2,70621,9,M ,7
46629,1,65893,25,M ,5
64341,4,61656,12,F,20
93768,1,51920,26,M ,20
30025,4,54285,24,F,14
35042,1,59231,18,F,8
51596,3,59472,28,F,13
38231,4,50428,23,M ,5
98046,1,148999,30,M ,12
25139,4,65902,24,F,1
65917,1,77692,20,F,3
39288,3,59026,28,M ,9
77283,1,68829,27,F,8
39229,2,55315,29,F,12
36024,1,95920,9,M ,14
62814,4,64995,16,F,17
28950,4,89883,2,F,10
21256,2,74241,26,M ,2
55637,2,62385,21,F,15
55980,3,73330,11,F,14
13479,1,50373,28,F,19
29591,4,45115,7,F,15
89624,4,61656,30,F,12
34363,1,57575,21,M ,16
66445,1,55965,23,F,1
79217,4,61584,4,F,17
91360,2,55965,11,F,7
88315,4,47961,10,M ,3
16638,1,114800,7,M ,16
50402,2,55722,7,M ,2
39628,3,99280,15,F,2
19119,4,74813,15,M ,20
89648,4,55965,23,M ,10
85084,1,59370,1,F,1
89715,4,61844,18,M ,13
12733,2,60380,28,M ,17
84388,4,51505,5,F,15
43946,3,74312,12,F,7
15793,3,63478,21,M ,19
94915,3,69340,4,F,14
66949,4,57748,2,M ,5
28900,1,83552,30,M ,10
47849,2,72106,21,M ,16
77959,3,92329,15,F,5
95141,2,93554,26,M ,15
94398,1,63051,7,M ,18
98383,1,92328,28,F,15
97581,4,57568,16,M ,12
88783,4,113999,16,F,12
72683,3,63381,10,M ,9
43088,2,80512,17,M ,2
48468,4,65893,9,F,19
75497,1,100416,14,F,7
37780,1,48513,22,M ,17
52873,2,66441,11,F,4
13635,4,100416,9,F,1
34148,4,46664,22,M ,11
54184,3,51337,10,M ,6
35780,1,46799,3,M ,4
24638,1,64397,27,F,3
44865,3,120000,12,F,8
63911,3,101199,16,M ,9
24216,4,114800,29,M ,1
30782,3,56294,1,M ,5
27740,1,88527,28,M ,13
13285,1,157000,19,F,19
29329,4,61584,18,M ,8
27770,4,105688,16,F,5
99856,3,68999,23,M ,19
34549,3,45115,18,F,16
14849,4,59369,11,M ,14
87038,4,60436,4,M ,19
29056,4,61555,19,F,9
61111,1,53492,12,F,14
71197,4,148999,10,F,8
75520,3,89292,22,M ,20
16056,1,63676,3,F,20
97494,4,59365,4,M ,7
71634,3,88976,19,M ,5
86231,4,60446,30,F,9
14766,1,58523,17,M ,15
76591,3,69340,16,F,20
36426,2,58371,18,M ,2
26153,3,50825,30,M ,3
19549,3,63108,7,F,19
55383,3,101199,6,F,16
98835,4,64520,6,F,19
64115,3,70545,20,M ,12
31166,2,67237,13,F,2
56639,2,72992,1,F,11
90825,2,71339,18,F,9
26607,3,67237,12,M ,7
89708,4,62065,11,M ,3
83091,4,84903,11,F,17
83701,2,81584,5,M ,15
54925,2,63813,10,M ,12
81438,1,56149,6,F,12
45812,1,50373,19,M ,14
31629,2,56991,19,M ,8
99564,3,92328,19,F,16
56746,3,101199,29,M ,13
13296,2,46654,10,M ,14
37873,3,47837,26,M ,2
15999,3,72609,1,F,6
19631,3,53171,6,F,13
53004,3,45395,23,F,5
20392,4,68099,20,M ,8
52654,1,53564,27,F,16
64246,1,74326,18,F,5
73795,1,148999,22,F,16
72873,1,56147,13,F,20
62323,4,51908,13,M ,4
12955,1,67237,19,M ,17
99513,2,92328,19,F,4
40341,3,46799,4,M ,17
91134,1,55688,9,F,4
33323,4,48513,18,M ,1
85917,4,92989,12,F,3
54867,3,74312,3,F,10
86715,4,46837,1,M ,17
48260,3,71966,5,M ,19
75048,1,63108,23,F,9
97947,3,54285,4,M ,2
51021,3,52984,13,F,10
48583,2,60070,2,F,17
48773,4,93554,6,M ,19
53042,1,71860,9,M ,4
82084,3,58523,16,F,19
14273,4,64816,13,F,12
60720,4,61584,11,F,15
90187,2,63478,4,F,20
19253,4,74226,17,M ,20
95809,2,58207,25,M ,2
59102,1,57583,27,F,14
84565,2,63381,30,M ,4
38363,1,50923,21,M ,1
62767,3,64786,10,F,15
45362,1,51259,15,M ,20
79537,1,66825,11,F,20
49506,1,52057,23,M ,3
61200,2,60446,11,M ,5
34738,2,68407,11,M ,7
89656,2,57583,26,M ,11
80034,3,55688,28,M ,1
70243,1,92328,5,F,2
80213,1,45433,10,M ,11
85778,3,64786,6,F,5
58534,2,60120,18,M ,12
36585,2,90100,26,M ,20
48061,2,56991,29,M ,6
64857,1,53250,21,F,17
71576,4,56294,25,F,9
66815,3,65288,19,F,5
32283,3,63695,4,F,2
88015,2,63973,11,F,1
22731,4,74241,9,M ,10
17618,4,53366,30,F,6
61639,3,52624,9,F,19
81881,4,50825,20,F,15
63857,1,138888,2,M ,6
51123,3,50825,23,F,8
32992,3,55965,15,M ,13
52939,3,71776,12,M ,3
55821,4,55722,3,M ,16
88066,1,66149,15,F,17
81577,4,53564,23,M ,6
41222,2,48495,29,M ,16
52745,3,63025,18,M ,13
94421,3,53492,28,F,3
88677,1,68407,24,M ,7
86073,2,95920,28,M ,4
91087,4,64991,25,M ,19
60943,2,60754,28,F,2
47871,2,76029,16,F,11
54599,2,46799,4,F,3
98695,4,99351,3,F,4
61504,2,76029,7,F,14
62961,1,60436,17,M ,17
38008,4,46837,25,F,15
79745,3,76029,4,F,7
98258,2,64738,9,M ,7
32083,4,46799,15,M ,4
87296,3,46998,26,F,6
54332,1,62506,21,F,9
45768,1,46664,23,F,19
15458,1,68099,7,F,6
72677,4,50274,1,F,9
47524,4,50274,17,M ,15
39218,2,95660,3,M ,2
52645,4,60656,26,F,16
63298,2,63695,4,M ,17
74171,4,63003,30,F,14
45442,3,59144,2,F,17
18582,4,59238,1,M ,7
94835,4,59231,21,F,15
39203,4,61809,1,F,5
16750,2,63676,18,M ,13
62809,2,52599,24,M ,11
63513,3,62659,14,M ,3
36898,1,105688,17,F,10
25107,3,64786,22,F,10
66244,2,90100,5,F,9
88335,2,63450,9,M ,17
98979,3,93093,2,F,13
27125,2,68999,22,F,17
74222,4,64991,20,M ,7
43961,2,62065,19,M ,14
94868,1,54005,26,M ,14
16387,4,178000,14,M ,17
94926,4,54132,14,M ,19
75605,2,57815,5,F,8
71933,3,53018,4,M ,7
66878,1,77915,13,M ,1
42158,1,62957,7,F,17
76366,4,47211,19,M ,14
38069,3,60120,18,F,1
15133,4,120000,4,M ,19
59332,3,64991,30,M ,13
87934,1,64738,19,M ,18
62913,3,52057,11,F,3
11967,2,72640,18,M ,19
69852,4,58530,25,M ,12
56535,3,95660,10,F,15
23783,2,57575,1,M ,20
82384,1,62425,3,M ,18
56948,2,67251,27,F,14
30416,1,50373,23,M ,17
69591,2,63695,16,M ,13
80638,4,71339,23,F,17
60591,1,104437,9,F,3
95685,1,95920,2,F,14
70549,2,47750,7,F,2
49467,3,64066,1,F,2
26451,3,54670,18,F,11
19871,4,62506,28,F,1
53154,3,220450,27,F,11
73669,2,45046,1,M ,9
94543,3,51908,10,M ,15
11479,3,62065,15,F,14
97743,2,54132,1,M ,6
28430,4,72202,29,F,13
14962,4,64066,7,F,20
50729,1,77692,6,M ,17
85445,2,76029,19,F,13
15665,3,61422,29,M ,4
60229,2,71776,12,F,8
62858,3,58371,26,M ,7
24340,1,70545,3,F,20
55220,2,55875,3,F,13
76490,2,74312,26,M ,14
45194,2,66738,18,F,15
60035,1,64066,21,M ,12
31436,2,86214,7,M ,19
65640,4,62810,3,M ,6
86980,3,53171,16,F,10
56102,1,67176,22,M ,1
54828,2,63450,22,F,17
83435,2,48513,17,M ,5
63584,3,70621,21,M ,5
29249,3,59369,28,F,10
97608,4,64246,4,F,10
30181,1,63695,28,F,3
84116,4,101199,29,M ,10
84452,2,55688,8,M ,17
34067,2,74669,11,F,19
54324,1,52846,12,M ,4
61650,4,51259,17,M ,17
60231,1,74417,15,M ,20
77272,3,157000,19,F,14
23890,2,62385,23,M ,11
44058,4,107226,1,M ,14
18123,3,71339,21,F,11
99520,4,75281,20,M ,6
66054,4,56339,9,M ,19
31301,2,70131,6,M ,11
18070,3,73330,27,F,7
50949,1,70545,21,M ,9
17390,1,54670,28,F,20
21726,4,63813,27,F,17
95851,3,68407,8,M ,7
32738,4,53366,9,F,18
60751,4,52599,9,M ,10
93811,3,63430,6,F,18
91920,3,64955,20,M ,3
28556,4,61555,2,F,1
97016,2,60120,19,F,7
26091,4,56847,29,M ,7
73786,4,63878,17,M ,4
24764,1,63763,8,F,17
52591,1,74813,29,F,9
58261,2,46738,19,M ,7
78924,4,52087,4,M ,7
73461,3,114800,21,F,20
74337,1,74326,23,F,19
68891,3,48285,15,F,18
27339,1,60120,29,F,8
89932,4,52505,17,F,10
73381,2,54005,10,M ,5
98597,4,89292,7,M ,13
54607,4,68898,22,M ,18
62203,2,50482,20,F,15
63951,3,62514,20,F,11
25019,1,58370,27,F,8
41575,1,74226,5,F,20
84030,1,47001,1,M ,11
47154,4,57748,29,F,8
96330,4,63813,7,F,8
82017,4,46738,30,M ,3
17419,3,65707,15,F,12
64008,1,93206,24,F,18
71661,3,63430,1,M ,10
41565,3,63973,18,M ,9
90482,1,66441,14,F,17
